epoch,train_loss,train_time,val_loss,val_acc
6,0.036934845197662554,42.51959419250488,0.7088095090351999,0.8817105263157895
1,0.4185149858554204,42.76586723327637,0.34869521871993414,0.8839473684210526
7,0.026404290945114917,41.95226287841797,0.7366443416084114,0.885
2,0.2111707379842798,41.75533843040466,0.37704895097958413,0.8817105263157895
8,0.022381737357432333,43.18603324890137,0.7786736607806463,0.8839473684210526
3,0.1294304322277506,42.53400230407715,0.4452509871203648,0.8890789473684211
9,0.018208591566274118,43.06968283653259,0.7714511320543916,0.888421052631579
4,0.07772700299394006,42.381930351257324,0.5531025584120499,0.8844736842105263
10,0.016151918588086362,42.22018647193909,0.7766592204629591,0.8876315789473684
5,0.049114605778176335,42.35972261428833,0.6288660237232321,0.883421052631579
11,0.01473321121714689,42.876824378967285,0.7990674698656719,0.8881578947368421
6,0.0347999075962735,42.485177516937256,0.6979132034855061,0.8835526315789474
12,0.012730997359931644,43.43972992897034,0.790376281717449,0.8846052631578948
7,0.02618367109540171,41.934731245040894,0.7249846567478228,0.8825
13,0.011503202330595862,42.5192174911499,0.8853672423638943,0.8846052631578948
8,0.021866486203710275,41.64699387550354,0.7667441653041169,0.8851315789473684
14,0.01049929232594465,41.86131572723389,0.8646743587327748,0.8869736842105264
9,0.017692838520612954,41.183000802993774,0.7527921071550564,0.8867105263157895
15,0.010841287415181916,42.18169164657593,0.8197483983851577,0.8873684210526316
10,0.015577214371595862,42.25420641899109,0.7547916330848086,0.8886842105263157
16,0.009497534595061127,41.89271259307861,0.8558540262343166,0.8867105263157895
11,0.015055785106363085,42.46216678619385,0.8319675246351643,0.8844736842105263
17,0.00911971426168578,42.2062714099884,0.8509578575350736,0.8897368421052632
12,0.013264798519894249,42.75865316390991,0.7726236308875837,0.8857894736842106
18,0.008584632466769472,42.17734360694885,0.8322301508603912,0.8877631578947368
13,0.011362097638052364,42.19729018211365,0.8104688968195727,0.8878947368421053
19,0.007959802128879891,41.61526846885681,0.8628963224359942,0.8901315789473684
14,0.011232875273807683,42.18337368965149,0.8150858947968013,0.8885526315789474
20,0.007533242364450416,41.965728521347046,0.9192295550897497,0.8903947368421052
15,0.010029710177369512,42.430275440216064,0.8407877933959428,0.8881578947368421
16,0.009559497858870357,43.17310309410095,0.8214875848160591,0.8876315789473684
17,0.008580947446775705,41.62041997909546,0.8142104026106627,0.8867105263157895
18,0.008744533875024475,42.30952787399292,0.8395637486620169,0.89
19,0.007976585754811458,43.287957429885864,0.8817906942684204,0.8873684210526316
20,0.007811046785808624,42.538885831832886,0.8747565759138792,0.8844736842105263
